,State,County,Tract,Drive,Carpooled,Transit,Walked,Other,MBSA,Service,Office,Construction,Production,IRural,IConstruction,IManufacturing,IWholesale,IRetail,IUtilities,IInformation,IFinance,IProfessional,ISocial,IRecreation,IOther,IPublic
1786,NM,De Baca,48005.0,2750.0,420.0,0.0,175.0,50.0,1320.0,605.0,775.0,505.0,415.0,640.0,285.0,250.0,35.0,405.0,250.0,25.0,130.0,100.0,925.0,260.0,125.0,190.0
1787,NM,Do?A Ana,2330.1999999999985,334425.0,48040.0,1705.0,12115.0,6435.0,137020.0,91195.0,99535.0,56590.0,40060.0,14845.0,34210.0,21410.0,8470.0,48385.0,18770.0,6830.0,18155.0,36270.0,121695.0,41545.0,22725.0,31090.0
1788,NM,Eddy,350.15,85655.0,18305.0,1035.0,2455.0,1990.0,35625.0,20010.0,28405.0,21085.0,13835.0,20615.0,8300.0,5060.0,2365.0,11875.0,6215.0,1360.0,5375.0,9350.0,25805.0,10570.0,4365.0,7705.0
1789,NM,Grant,385780.0,43705.0,7130.0,135.0,1925.0,1400.0,21825.0,11325.0,13770.0,10010.0,5005.0,7735.0,4675.0,845.0,305.0,6550.0,2020.0,1365.0,2855.0,3570.0,20710.0,4705.0,3175.0,3425.0
1790,NM,Guadalupe,48080.0,6655.0,730.0,90.0,180.0,0.0,1955.0,1655.0,2280.0,1520.0,635.0,475.0,1050.0,0.0,95.0,1225.0,295.0,165.0,280.0,460.0,1260.0,1575.0,310.0,855.0
1791,NM,Harding,5.0,1375.0,145.0,15.0,30.0,10.0,380.0,345.0,475.0,340.0,135.0,170.0,285.0,70.0,0.0,0.0,295.0,0.0,20.0,65.0,415.0,55.0,265.0,35.0
1792,NM,Hidalgo,97010.0,7500.0,2035.0,0.0,640.0,65.0,3300.0,2750.0,2200.0,1580.0,1080.0,1530.0,1155.0,95.0,95.0,1055.0,255.0,310.0,465.0,350.0,2420.0,1825.0,345.0,1010.0
1793,NM,Lea,586.5499999999997,96685.0,17845.0,0.0,2140.0,2310.0,30675.0,21775.0,29310.0,24705.0,19555.0,24515.0,10395.0,5580.0,3010.0,12610.0,8725.0,1285.0,5245.0,6915.0,26095.0,8890.0,6220.0,6535.0
1794,NM,Lincoln,240115.0,29730.0,7295.0,115.0,1840.0,380.0,13795.0,12135.0,10125.0,6785.0,3025.0,2515.0,4710.0,350.0,285.0,6210.0,1855.0,905.0,2770.0,2710.0,7615.0,10265.0,3165.0,2510.0
1795,NM,Los Alamos,60.0,35605.0,4750.0,445.0,2640.0,1100.0,31525.0,4270.0,7120.0,2565.0,1640.0,230.0,1860.0,680.0,45.0,2940.0,505.0,1060.0,1850.0,23815.0,8150.0,2155.0,1295.0,2535.0
1796,NM,Luna,105.0,30715.0,5200.0,335.0,1705.0,1120.0,9590.0,10210.0,10450.0,6780.0,5975.0,3405.0,2975.0,3210.0,1915.0,5395.0,2280.0,570.0,1410.0,2070.0,9220.0,4615.0,1940.0,4000.0
1797,NM,Mckinley,803950.1500000001,89785.0,10405.0,305.0,3090.0,2790.0,30935.0,28450.0,27520.0,13110.0,19835.0,3090.0,7785.0,10685.0,2525.0,17900.0,4015.0,1000.0,4825.0,4550.0,36715.0,10650.0,4970.0,11140.0
1798,NM,Mora,47760.0,6900.0,2050.0,25.0,415.0,735.0,3350.0,1260.0,3325.0,2630.0,585.0,760.0,1650.0,535.0,115.0,685.0,810.0,0.0,180.0,910.0,3700.0,410.0,345.0,1050.0
1799,NM,Otero,47356.49999999999,103155.0,18025.0,500.0,2215.0,1705.0,34100.0,27290.0,29995.0,18885.0,10820.0,2050.0,11510.0,4030.0,1130.0,15940.0,5125.0,1600.0,6020.0,9365.0,25770.0,12245.0,7180.0,19125.0
1800,NM,Quay,143805.15,12425.0,2055.0,0.0,1110.0,110.0,5430.0,3765.0,3585.0,3365.0,1480.0,1895.0,2970.0,620.0,35.0,1400.0,1005.0,235.0,855.0,410.0,4000.0,1650.0,1235.0,1315.0
1801,NM,Rio Arriba,188405.0,59410.0,14815.0,1210.0,1595.0,1085.0,27440.0,19775.0,18285.0,13165.0,6920.0,2080.0,9385.0,1880.0,605.0,6995.0,3725.0,1050.0,3430.0,13525.0,18765.0,10615.0,2850.0,10680.0
1802,NM,Roosevelt,70.15,30800.0,3625.0,0.0,1525.0,915.0,12905.0,7325.0,9155.0,6075.0,4330.0,4130.0,2270.0,2505.0,220.0,4925.0,3090.0,605.0,1535.0,1545.0,13380.0,2715.0,1215.0,1655.0
1803,NM,San Juan,377821.75000000006,219315.0,23695.0,220.0,4780.0,2155.0,71180.0,44515.0,61745.0,48475.0,37760.0,34475.0,21640.0,9375.0,8355.0,31220.0,22450.0,3150.0,9755.0,14530.0,58830.0,22655.0,12635.0,14605.0
1804,NM,San Miguel,335125.0,42860.0,6165.0,300.0,2145.0,580.0,18230.0,13205.0,14355.0,5965.0,4080.0,2270.0,4265.0,1050.0,530.0,6300.0,2740.0,1565.0,2610.0,4950.0,17570.0,4220.0,1135.0,6630.0
1805,NM,Sandoval,293991.30000000005,217215.0,32340.0,2715.0,4075.0,5590.0,107540.0,42605.0,80540.0,28720.0,24735.0,3345.0,21655.0,30705.0,6655.0,35515.0,12170.0,6515.0,18125.0,33730.0,55775.0,26525.0,11330.0,22095.0
1806,NM,Santa Fe,295658.2499999999,251035.0,43295.0,4305.0,9235.0,7425.0,148070.0,67255.0,82280.0,35635.0,23300.0,4810.0,30510.0,10035.0,6255.0,40220.0,8220.0,8625.0,22550.0,53565.0,67795.0,46975.0,21235.0,35745.0
1807,NM,Sierra,192465.15,15110.0,800.0,0.0,925.0,20.0,4080.0,4485.0,5115.0,3360.0,1110.0,800.0,1855.0,210.0,70.0,3530.0,635.0,295.0,630.0,1190.0,3965.0,2005.0,1350.0,1615.0
1808,NM,Socorro,291560.30000000005,25825.0,2280.0,80.0,2125.0,690.0,12385.0,7425.0,5470.0,4420.0,3030.0,1405.0,1925.0,1130.0,265.0,2565.0,1760.0,355.0,1135.0,3240.0,12175.0,3495.0,1095.0,2185.0
1809,NM,Taos,284490.0,50490.0,7985.0,920.0,2845.0,1020.0,22685.0,16140.0,18110.0,10405.0,5745.0,2120.0,7460.0,2140.0,870.0,10095.0,4650.0,1615.0,2580.0,6735.0,14210.0,13410.0,3080.0,4120.0
1810,NM,Torrance,192685.15,23885.0,1650.0,110.0,325.0,130.0,7665.0,5860.0,6445.0,4230.0,4045.0,780.0,2725.0,2065.0,560.0,3590.0,1950.0,435.0,1050.0,3305.0,6360.0,1535.0,1870.0,2020.0
1811,NM,Union,47510.0,6615.0,1585.0,120.0,325.0,220.0,3380.0,1595.0,1975.0,2265.0,400.0,2565.0,630.0,190.0,245.0,945.0,310.0,230.0,585.0,355.0,1800.0,680.0,280.0,800.0
1812,NM,Valencia,872046.1000000007,113160.0,19310.0,1265.0,2325.0,2820.0,43785.0,25795.0,38415.0,23430.0,17985.0,2840.0,18855.0,10305.0,2870.0,20380.0,10880.0,3285.0,6225.0,12385.0,33015.0,10175.0,5340.0,12855.0
1813,NY,Albany,35944.899999999965,576930.0,64415.0,38365.0,34850.0,11465.0,333425.0,124460.0,212955.0,44280.0,58975.0,3365.0,34785.0,40375.0,16155.0,78840.0,32785.0,18615.0,61675.0,72730.0,216325.0,60125.0,33380.0,104940.0
1814,NY,Allegany,617455.0,76140.0,11510.0,1020.0,11575.0,1475.0,34980.0,20845.0,22345.0,13780.0,17700.0,3625.0,8200.0,17965.0,1365.0,11050.0,4240.0,1540.0,2375.0,4660.0,37475.0,7525.0,4975.0,4655.0
1815,NY,Bronx,414522.2000000021,638315.0,153700.0,1488145.0,189990.0,47795.0,654185.0,823760.0,688590.0,202845.0,315955.0,4180.0,143095.0,107940.0,58830.0,309840.0,187955.0,58920.0,193450.0,215780.0,868270.0,260240.0,169170.0,107665.0
1816,NY,Broome,26176.59999999999,357705.0,41075.0,11540.0,17305.0,6670.0,163310.0,86450.0,123850.0,30875.0,60125.0,2545.0,24405.0,60360.0,13930.0,58520.0,18860.0,8930.0,25120.0,38005.0,132090.0,40375.0,21740.0,19730.0
1817,NY,Cattaraugus,1005945.1,136385.0,21115.0,1045.0,10095.0,2605.0,52375.0,34505.0,44090.0,21895.0,30890.0,5790.0,13670.0,25970.0,4425.0,23155.0,7365.0,2550.0,6530.0,9375.0,47255.0,19100.0,7335.0,11235.0
1818,NY,Cayuga,88470.0,145650.0,18515.0,2380.0,8470.0,1865.0,55345.0,33660.0,43220.0,23425.0,32310.0,7380.0,13085.0,32145.0,4210.0,23455.0,9205.0,2205.0,6680.0,9305.0,45365.0,14010.0,7750.0,13165.0
1819,NY,Chautauqua,110825.44999999998,229860.0,28330.0,1210.0,17165.0,5340.0,91440.0,58145.0,68585.0,28000.0,56025.0,8195.0,15480.0,51925.0,7745.0,33975.0,13360.0,5010.0,10800.0,15615.0,84645.0,27595.0,15060.0,12790.0
1820,NY,Chemung,6680.0,157390.0,15655.0,2315.0,7455.0,2415.0,64515.0,37245.0,51135.0,14840.0,28165.0,2205.0,9645.0,30715.0,3895.0,23555.0,6770.0,3560.0,9310.0,13235.0,57885.0,13685.0,9145.0,12295.0
1821,NY,Chenango,582345.3000000003,84540.0,13000.0,605.0,5100.0,1160.0,34980.0,19745.0,25415.0,12285.0,21620.0,4900.0,7915.0,21985.0,2550.0,12575.0,3995.0,3150.0,7735.0,6450.0,27250.0,6655.0,4450.0,4435.0
1822,NY,Clinton,96105.0,140825.0,18480.0,1660.0,7285.0,5255.0,59280.0,37135.0,46400.0,18905.0,24585.0,4110.0,11640.0,22460.0,4155.0,23615.0,11270.0,2390.0,6635.0,9980.0,50525.0,14775.0,7920.0,16830.0
1823,NY,Columbia,1070.15,116730.0,11420.0,4130.0,7250.0,1650.0,59565.0,24740.0,35560.0,18085.0,17125.0,5510.0,13535.0,11115.0,4505.0,18340.0,6135.0,3760.0,8775.0,14815.0,39310.0,9400.0,8200.0,11675.0
1824,NY,Cortland,582390.0,87160.0,10445.0,935.0,6245.0,1280.0,38530.0,21615.0,29535.0,10210.0,14685.0,4025.0,6525.0,13165.0,1850.0,16685.0,4170.0,1315.0,4125.0,7440.0,34695.0,10250.0,5285.0,5045.0
1825,NY,Delaware,679525.0,77515.0,13060.0,1040.0,7155.0,785.0,32905.0,22120.0,22560.0,13965.0,18015.0,6225.0,10245.0,12570.0,1980.0,12440.0,5245.0,1760.0,3715.0,5660.0,29820.0,8700.0,5290.0,5915.0
1826,NY,Dutchess,591262.250000001,536665.0,57185.0,31600.0,27460.0,7500.0,282880.0,135080.0,165250.0,72935.0,58695.0,5135.0,55740.0,60205.0,15660.0,79225.0,33515.0,16020.0,44000.0,70005.0,210940.0,56625.0,29015.0,38755.0
1827,NY,Erie,256671.1499999998,1700995.0,176120.0,89975.0,61630.0,26525.0,792350.0,385565.0,593705.0,140050.0,252020.0,7720.0,96470.0,243075.0,66835.0,251250.0,106900.0,42865.0,166805.0,209205.0,587890.0,190640.0,98635.0,95400.0
1828,NY,Essex,624504.7999999999,65870.0,6500.0,320.0,4600.0,2295.0,29340.0,20130.0,16115.0,11850.0,10500.0,1985.0,7885.0,7735.0,1475.0,9955.0,2920.0,1460.0,3645.0,5445.0,24320.0,11635.0,3495.0,5980.0
1829,NY,Franklin,664915.15,75415.0,12615.0,640.0,5285.0,1160.0,31390.0,26425.0,22050.0,12730.0,11425.0,3500.0,8220.0,4685.0,1860.0,10990.0,3285.0,1090.0,4270.0,5475.0,32555.0,10175.0,4790.0,13125.0
1830,NY,Fulton,728100.0,95610.0,12255.0,420.0,3265.0,1785.0,32705.0,22970.0,29470.0,12690.0,22750.0,1490.0,9035.0,15440.0,3440.0,17045.0,7445.0,3100.0,3150.0,5700.0,34210.0,6770.0,6215.0,7545.0
1831,NY,Genesee,712530.0,123895.0,12175.0,455.0,3870.0,2220.0,45045.0,27175.0,34205.0,17470.0,25150.0,5595.0,8965.0,24000.0,4705.0,17860.0,6780.0,1835.0,5360.0,9165.0,37785.0,12875.0,6885.0,7235.0
1832,NY,Greene,60440.599999999984,82250.0,7910.0,570.0,2330.0,3955.0,32575.0,21400.0,27110.0,12200.0,11290.0,1450.0,10230.0,7160.0,2265.0,10440.0,5130.0,2710.0,5875.0,8365.0,25405.0,11315.0,4150.0,10080.0
1833,NY,Hamilton,190065.0,9405.0,705.0,0.0,960.0,135.0,3655.0,2485.0,2485.0,2300.0,1105.0,305.0,1975.0,335.0,250.0,1185.0,355.0,205.0,255.0,625.0,3080.0,1655.0,460.0,1345.0
1834,NY,Herkimer,10290.900000000012,117380.0,12905.0,815.0,5160.0,960.0,44980.0,27125.0,37690.0,14885.0,23015.0,4355.0,10025.0,18540.0,3755.0,17595.0,5350.0,3240.0,10345.0,7030.0,43040.0,10225.0,6120.0,8075.0
1835,NY,Jefferson,171950.4,202840.0,34155.0,2080.0,9095.0,4640.0,67390.0,47415.0,60600.0,27180.0,27795.0,3565.0,19060.0,16005.0,4580.0,35030.0,12075.0,4120.0,9415.0,15855.0,54035.0,23330.0,10530.0,22780.0
1836,NY,Kings,1948970.350000004,1047765.0,276085.0,3205530.0,463910.0,103270.0,1915965.0,1265330.0,1318410.0,393095.0,538000.0,5795.0,314115.0,254745.0,141640.0,503755.0,358420.0,218255.0,450305.0,645140.0,1516020.0,481370.0,298915.0,242325.0
1837,NY,Lewis,332640.0,47345.0,5820.0,240.0,3045.0,385.0,18100.0,11505.0,11055.0,10610.0,9595.0,4570.0,6360.0,7975.0,975.0,7035.0,2220.0,905.0,1660.0,3055.0,15005.0,4025.0,2770.0,4310.0
1838,NY,Livingston,23035.15,120725.0,13415.0,585.0,10055.0,1450.0,51735.0,26830.0,35835.0,19330.0,20975.0,6240.0,10870.0,24200.0,2955.0,16880.0,5725.0,2440.0,4580.0,11630.0,44515.0,10800.0,6930.0,6940.0
1839,NY,Madison,433920.65000000026,129780.0,15105.0,835.0,8425.0,3605.0,60015.0,29510.0,41350.0,18165.0,22565.0,5185.0,11950.0,21245.0,6160.0,16865.0,6420.0,2945.0,9585.0,13055.0,48435.0,14150.0,7670.0,7940.0
1840,NY,Monroe,241394.99999999985,1390610.0,136005.0,46520.0,57045.0,23015.0,720905.0,285050.0,442745.0,108780.0,191605.0,5700.0,74410.0,244525.0,44625.0,198730.0,62895.0,51160.0,94955.0,187420.0,525430.0,130050.0,75540.0,53645.0
1841,NY,Montgomery,57200.0,85665.0,12165.0,940.0,3785.0,2330.0,32765.0,20015.0,26310.0,13645.0,18865.0,2940.0,8215.0,14230.0,2740.0,14090.0,5910.0,2235.0,4280.0,6980.0,28010.0,6615.0,5975.0,9380.0
1842,NY,Nassau,6171999.899999932,2195905.0,236585.0,508465.0,85515.0,35395.0,1405475.0,495210.0,887765.0,223695.0,239085.0,4290.0,182245.0,169370.0,123355.0,333045.0,182095.0,101375.0,352685.0,400665.0,879095.0,217980.0,143345.0,161685.0
1843,NY,New York,205755.1999999999,285375.0,89915.0,2402075.0,882845.0,213370.0,2436450.0,588730.0,927570.0,85605.0,201725.0,4400.0,71845.0,160585.0,103495.0,318330.0,106230.0,286100.0,699950.0,798310.0,932210.0,451005.0,183640.0,123980.0
1844,NY,Niagara,210854.49999999988,406875.0,42525.0,5375.0,14000.0,5310.0,148570.0,91160.0,137615.0,45610.0,74055.0,5055.0,29555.0,69615.0,12505.0,64470.0,25530.0,8725.0,27615.0,43090.0,121275.0,46125.0,22360.0,21090.0
1845,NY,Oneida,367288.3500000005,421740.0,44025.0,7020.0,17170.0,5455.0,182915.0,100340.0,134255.0,43395.0,66430.0,4815.0,27780.0,56495.0,12370.0,63165.0,21710.0,9035.0,39785.0,37250.0,150700.0,45690.0,21880.0,36660.0
1846,NY,Onondaga,111955.29999999992,860920.0,98510.0,28905.0,44990.0,14695.0,428890.0,188995.0,303050.0,79540.0,108765.0,6010.0,56480.0,107145.0,36920.0,128240.0,52685.0,28430.0,80300.0,103010.0,317160.0,93750.0,53055.0,46055.0
1847,NY,Ontario,63790.599999999984,214530.0,23840.0,1145.0,9605.0,2170.0,104640.0,43520.0,62635.0,25420.0,32745.0,5115.0,19620.0,37985.0,7155.0,30900.0,8165.0,6335.0,12465.0,23215.0,76225.0,21075.0,11730.0,8975.0
1848,NY,Orange,41437.99999999996,613530.0,96930.0,43860.0,36245.0,15905.0,304665.0,152130.0,222375.0,85790.0,87195.0,9305.0,61155.0,67445.0,31420.0,108715.0,47655.0,21535.0,53190.0,73095.0,227465.0,58090.0,31600.0,61485.0
1849,NY,Orleans,105840.15,75875.0,8985.0,500.0,1820.0,1225.0,25260.0,15890.0,20350.0,12190.0,19240.0,3485.0,5500.0,18470.0,1820.0,11205.0,4115.0,1970.0,5205.0,5050.0,22125.0,5495.0,3505.0,4985.0
1850,NY,Oswego,79942.14999999995,210920.0,27210.0,1785.0,12525.0,2620.0,72970.0,48300.0,66825.0,36500.0,46155.0,3365.0,21945.0,32995.0,7850.0,36105.0,23830.0,3495.0,11165.0,17825.0,66830.0,21310.0,12415.0,11620.0
1851,NY,Otsego,502190.15,103225.0,15245.0,2845.0,12530.0,1840.0,50930.0,31320.0,34635.0,14635.0,17590.0,3915.0,9335.0,11140.0,2995.0,19250.0,5645.0,2715.0,7755.0,6915.0,50910.0,16435.0,6315.0,5785.0
1852,NY,Putnam,10450.0,182185.0,22045.0,16905.0,3260.0,2380.0,105460.0,35965.0,64530.0,24060.0,16135.0,1010.0,22080.0,12220.0,6725.0,25115.0,12290.0,9515.0,21205.0,30755.0,64225.0,15365.0,11370.0,14275.0
1853,NY,Queens,1918702.750000009,1656945.0,378215.0,2630200.0,290520.0,67720.0,1659455.0,1235855.0,1382740.0,461860.0,589975.0,6835.0,368360.0,263570.0,171035.0,557445.0,424750.0,152355.0,486505.0,536570.0,1208745.0,564235.0,363130.0,226350.0
1854,NY,Rensselaer,101547.89999999988,312230.0,35205.0,13420.0,15130.0,3435.0,150375.0,62985.0,113905.0,34750.0,40975.0,2925.0,26435.0,29605.0,10345.0,44460.0,17510.0,9755.0,25720.0,36020.0,106570.0,30460.0,17265.0,45920.0
1855,NY,Richmond,132674.4499999999,556300.0,87155.0,317735.0,25320.0,9980.0,377340.0,195140.0,286020.0,97675.0,83255.0,400.0,75375.0,31970.0,22520.0,99880.0,74515.0,27080.0,126990.0,106770.0,280695.0,63865.0,47185.0,82185.0
1856,NY,Rockland,37926.04999999996,494655.0,67580.0,60490.0,25455.0,11015.0,307405.0,124550.0,173950.0,52560.0,46295.0,730.0,45250.0,48825.0,21180.0,74180.0,26105.0,20875.0,55180.0,83450.0,214415.0,45205.0,35430.0,33935.0
1857,NY,Saratoga,153889.9499999999,454645.0,48875.0,4620.0,11900.0,5820.0,228540.0,88440.0,145095.0,45525.0,50990.0,4225.0,37290.0,47370.0,16495.0,63165.0,21995.0,12295.0,45175.0,58665.0,137225.0,47170.0,24290.0,43230.0
1858,NY,Schenectady,60252.24999999996,293010.0,27610.0,9085.0,12785.0,3780.0,138355.0,64350.0,102045.0,23735.0,37260.0,1240.0,18210.0,26505.0,8465.0,45520.0,14695.0,9140.0,25760.0,36200.0,98855.0,26610.0,19165.0,35380.0
1859,NY,Schoharie,296180.0,57315.0,6515.0,910.0,3285.0,1620.0,23900.0,13685.0,18255.0,11250.0,9625.0,2325.0,7185.0,4305.0,2240.0,11320.0,3670.0,1335.0,4960.0,4650.0,20170.0,5810.0,3370.0,5375.0
1860,NY,Schuyler,237575.0,33360.0,4260.0,775.0,1165.0,455.0,13495.0,8500.0,10150.0,5005.0,5880.0,1425.0,3255.0,6285.0,725.0,5530.0,1600.0,495.0,1075.0,1545.0,13295.0,3530.0,1840.0,2430.0
1861,NY,Seneca,475275.0,62310.0,6850.0,480.0,2585.0,835.0,25145.0,12480.0,18130.0,9185.0,12575.0,2405.0,5650.0,13405.0,1830.0,9685.0,3395.0,730.0,1870.0,3715.0,21375.0,5655.0,2955.0,4845.0
1862,NY,St. Lawrence,688065.0,166810.0,24335.0,340.0,17125.0,3890.0,71090.0,51160.0,54945.0,28575.0,25495.0,9230.0,15375.0,18370.0,3025.0,29395.0,8535.0,3550.0,8880.0,10790.0,75135.0,19735.0,11585.0,17660.0
1863,NY,Steuben,1442325.0,171495.0,20625.0,1470.0,9005.0,3330.0,72205.0,38255.0,47810.0,25375.0,35945.0,6825.0,16135.0,46185.0,3225.0,24895.0,9245.0,3070.0,7490.0,12255.0,57550.0,15480.0,8780.0,8455.0
1864,NY,Suffolk,2380646.2500000168,2818215.0,299505.0,211170.0,50035.0,41165.0,1356870.0,595010.0,988635.0,349680.0,351425.0,12840.0,288200.0,287120.0,135130.0,424895.0,207035.0,113355.0,279355.0,403860.0,911965.0,237415.0,150790.0,189660.0
1865,NY,Sullivan,1141555.0,124525.0,19655.0,2865.0,7090.0,1820.0,57565.0,35525.0,38570.0,22955.0,16750.0,3100.0,17025.0,8285.0,4315.0,19215.0,8455.0,3430.0,9055.0,11210.0,48495.0,17600.0,9040.0,12140.0
1866,NY,Tioga,10230.450000000004,98840.0,11810.0,900.0,2580.0,1290.0,41775.0,18510.0,30220.0,13485.0,19490.0,2640.0,8110.0,21625.0,3170.0,15520.0,4035.0,2200.0,4740.0,11265.0,32550.0,8070.0,4620.0,4935.0
1867,NY,Tompkins,1380.0,139860.0,28820.0,16720.0,40265.0,5255.0,126485.0,37520.0,53685.0,17935.0,17120.0,4470.0,11170.0,15805.0,3030.0,20875.0,5930.0,3920.0,10045.0,21185.0,121075.0,20565.0,7375.0,7300.0
1868,NY,Ulster,2238805.0,336350.0,35805.0,8875.0,18325.0,5200.0,168475.0,78350.0,112605.0,44675.0,44830.0,5120.0,34120.0,32640.0,11660.0,58115.0,21870.0,9310.0,25530.0,37405.0,123765.0,40540.0,21760.0,27100.0
1869,NY,Warren,68415.29999999999,125750.0,15580.0,1000.0,4620.0,2755.0,53595.0,29170.0,41000.0,17295.0,18085.0,2615.0,12115.0,15110.0,3150.0,21380.0,5735.0,4770.0,9330.0,11760.0,38360.0,19060.0,7240.0,8520.0
1870,NY,Washington,73230.15,111270.0,16950.0,490.0,4125.0,1170.0,40225.0,26250.0,32985.0,18695.0,26800.0,5720.0,12130.0,23785.0,3940.0,18640.0,5465.0,2840.0,5200.0,9580.0,33090.0,11380.0,4985.0,8200.0
1871,NY,Wayne,72420.74999999999,183360.0,22590.0,1095.0,6405.0,2125.0,74900.0,36450.0,50930.0,26090.0,39690.0,7675.0,15990.0,45380.0,5550.0,26580.0,6995.0,3470.0,8720.0,17680.0,58455.0,13705.0,9705.0,8155.0
1872,NY,Westchester,328585.6000000009,1317110.0,167220.0,453665.0,110525.0,43615.0,1027060.0,390420.0,529280.0,171485.0,140750.0,3175.0,161235.0,108705.0,60480.0,197025.0,91765.0,82225.0,252745.0,313035.0,599410.0,160990.0,141695.0,86510.0
1873,NY,Wyoming,533830.0,71715.0,10255.0,340.0,3980.0,905.0,27000.0,15905.0,20260.0,14395.0,14720.0,5875.0,9375.0,14140.0,2100.0,10085.0,3435.0,690.0,2995.0,6095.0,19480.0,6685.0,4590.0,6735.0
1874,NY,Yates,37575.0,39995.0,5645.0,285.0,3975.0,1045.0,18230.0,9465.0,13595.0,8185.0,7955.0,4240.0,4935.0,8255.0,660.0,6745.0,2440.0,545.0,1925.0,2800.0,16560.0,3620.0,2440.0,2265.0
1875,NC,Alamance,38067.94999999997,281950.0,46365.0,570.0,5080.0,2570.0,109190.0,60185.0,91325.0,37510.0,56160.0,3165.0,27490.0,60725.0,6865.0,45565.0,13080.0,4615.0,20950.0,28335.0,86005.0,29225.0,16130.0,12220.0
1876,NC,Alexander,14140.0,66285.0,9850.0,315.0,1340.0,470.0,18955.0,11245.0,16310.0,8665.0,26830.0,1595.0,6660.0,25565.0,3045.0,8310.0,3665.0,1185.0,2340.0,4735.0,14500.0,3245.0,3240.0,3920.0
1877,NC,Alleghany,142530.0,16010.0,5355.0,0.0,180.0,165.0,5940.0,2295.0,4665.0,6585.0,4020.0,4260.0,2570.0,3845.0,385.0,1600.0,1200.0,360.0,755.0,1070.0,5085.0,1190.0,760.0,425.0
1878,NC,Anson,276105.0,38585.0,6590.0,195.0,580.0,45.0,10805.0,8560.0,9690.0,7330.0,13235.0,1415.0,4700.0,11030.0,1225.0,5140.0,3290.0,380.0,345.0,1815.0,11550.0,2445.0,2715.0,3570.0
1879,NC,Ashe,291145.0,45275.0,10215.0,0.0,235.0,365.0,14820.0,9055.0,14635.0,9885.0,11485.0,2685.0,6735.0,10880.0,950.0,9310.0,1730.0,1055.0,3510.0,2720.0,11395.0,3585.0,3550.0,1775.0
1880,NC,Avery,232565.15,26320.0,5960.0,0.0,1160.0,200.0,10505.0,8175.0,8660.0,5900.0,4520.0,1490.0,4415.0,3385.0,880.0,5060.0,1320.0,145.0,1550.0,1395.0,9910.0,4625.0,2120.0,1465.0
1881,NC,Beaufort,511800.15,77315.0,12825.0,280.0,1580.0,1290.0,29360.0,16545.0,19990.0,18100.0,14785.0,7215.0,11235.0,14020.0,2095.0,10240.0,3505.0,765.0,4890.0,4580.0,23680.0,6690.0,5485.0,4380.0
1882,NC,Bertie,192050.0,29650.0,6855.0,25.0,1320.0,795.0,9160.0,8415.0,8215.0,5935.0,9835.0,2480.0,1955.0,10215.0,1050.0,4135.0,1735.0,120.0,585.0,1695.0,10685.0,1770.0,2210.0,2925.0
1883,NC,Bladen,285105.0,51600.0,10585.0,20.0,1340.0,485.0,17010.0,10795.0,13680.0,11845.0,14575.0,5985.0,5135.0,15000.0,1550.0,6655.0,2975.0,885.0,3750.0,3295.0,12455.0,3450.0,2295.0,4475.0
1884,NC,Brunswick,82088.19999999997,169400.0,29905.0,1160.0,3360.0,2775.0,65410.0,41210.0,51980.0,33340.0,28105.0,2615.0,32950.0,17150.0,3505.0,28750.0,12150.0,4430.0,14475.0,21485.0,38325.0,24990.0,11035.0,8185.0
1885,NC,Buncombe,5810.650000000011,431670.0,62830.0,4910.0,12450.0,7970.0,205745.0,105940.0,135200.0,57860.0,63050.0,5445.0,49240.0,60720.0,14995.0,71175.0,16545.0,8210.0,31205.0,51260.0,143405.0,64420.0,29970.0,21205.0
1886,NC,Burke,18720.90000000001,157700.0,19960.0,470.0,2330.0,1860.0,54315.0,39785.0,37140.0,19960.0,43130.0,1375.0,13505.0,46065.0,5070.0,18560.0,6860.0,1395.0,4835.0,10140.0,53740.0,15325.0,8500.0,8960.0
1887,NC,Cabarrus,77147.64999999994,331085.0,38640.0,1905.0,2410.0,3865.0,142025.0,56205.0,110615.0,45375.0,52335.0,2295.0,36505.0,45795.0,15580.0,50795.0,20945.0,8115.0,36790.0,38805.0,85690.0,33180.0,20155.0,11905.0
1888,NC,Caldwell,26225.45,146320.0,18620.0,0.0,2100.0,1820.0,42590.0,25910.0,38300.0,21775.0,48620.0,2030.0,13310.0,49005.0,7375.0,21075.0,9180.0,1670.0,4760.0,9000.0,35660.0,9690.0,8355.0,6085.0
1889,NC,Camden,95010.15,19205.0,1225.0,200.0,0.0,250.0,7400.0,3350.0,5260.0,3690.0,1535.0,805.0,2455.0,1710.0,335.0,2205.0,570.0,185.0,1970.0,2010.0,3880.0,2045.0,360.0,2705.0
1890,NC,Carteret,1895104.2000000032,115675.0,19800.0,575.0,3365.0,3935.0,45715.0,26950.0,37755.0,22810.0,15390.0,2605.0,16830.0,9680.0,3745.0,19005.0,6850.0,1845.0,9670.0,12660.0,28170.0,16655.0,7495.0,13410.0
1891,NC,Caswell,279105.0,36225.0,5480.0,0.0,945.0,295.0,13435.0,7605.0,9755.0,6015.0,9595.0,1750.0,4035.0,9270.0,900.0,4710.0,2560.0,620.0,1990.0,3215.0,10670.0,2495.0,2315.0,1875.0
