,State,County,Unnamed: 0,Tract,Drive,Carpooled,Transit,Walked,Other,MBSA,Service,Office,Construction,Production,IRural,IConstruction,IManufacturing,IWholesale,IRetail,IUtilities,IInformation,IFinance,IProfessional,ISocial,IRecreation,IOther,IPublic
456,georgia,lamar,1387290,145530.0,29720.0,5650.0,0.0,570.0,75.0,9495.0,5780.0,9885.0,4350.0,8370.0,710.0,2740.0,5760.0,1545.0,5660.0,3110.0,825.0,1405.0,1545.0,8265.0,2735.0,1615.0,1965.0
457,georgia,lanier,924985,95015.0,14770.0,2230.0,0.0,275.0,1495.0,4010.0,4515.0,4400.0,3485.0,3040.0,325.0,2600.0,2485.0,380.0,1645.0,705.0,25.0,885.0,1840.0,4545.0,795.0,1150.0,2070.0
458,georgia,laurens,6014840,617910.1500000001,84095.0,7950.0,90.0,780.0,1575.0,26625.0,16920.0,24080.0,11440.0,18975.0,1255.0,7950.0,16005.0,2310.0,12040.0,5320.0,1000.0,3865.0,5665.0,24320.0,7275.0,4125.0,6910.0
459,georgia,lee,2314525,5070.250000000001,52920.0,8650.0,195.0,430.0,195.0,24220.0,6385.0,19395.0,7490.0,8555.0,1575.0,5530.0,7100.0,1840.0,8250.0,5100.0,1485.0,3080.0,4990.0,17620.0,3590.0,1885.0,4000.0
460,georgia,liberty,6947325,56692.04999999999,114870.0,14830.0,600.0,5505.0,5360.0,28790.0,23940.0,31745.0,14420.0,16880.0,315.0,7220.0,7855.0,1250.0,15415.0,7470.0,2305.0,4135.0,8780.0,22810.0,12055.0,6205.0,19960.0
461,georgia,lincoln,926735,97015.0,12645.0,3035.0,20.0,165.0,320.0,3160.0,3990.0,3455.0,2175.0,3465.0,390.0,1510.0,2180.0,250.0,2120.0,1515.0,235.0,605.0,1405.0,2645.0,1460.0,970.0,960.0
462,georgia,long,1390290,146015.0,21450.0,4340.0,0.0,110.0,720.0,5165.0,4220.0,5640.0,6640.0,5035.0,40.0,3590.0,3185.0,315.0,2455.0,1755.0,1095.0,400.0,1610.0,4745.0,2115.0,2080.0,3315.0
463,georgia,lowndes,11594500,13471.450000000019,194770.0,25125.0,960.0,3715.0,8440.0,66120.0,43255.0,68955.0,23200.0,28690.0,2715.0,15565.0,19070.0,5200.0,37825.0,11090.0,2715.0,9355.0,17705.0,56540.0,25355.0,10505.0,16580.0
464,georgia,lumpkin,1856570,192030.3,51350.0,7245.0,100.0,2505.0,860.0,18930.0,11260.0,19790.0,8500.0,8170.0,405.0,8375.0,9330.0,1690.0,8720.0,2360.0,1245.0,3140.0,4055.0,14215.0,7045.0,3755.0,2315.0
465,georgia,macon,1856970,50.0,17375.0,3030.0,155.0,1305.0,285.0,5790.0,4280.0,3615.0,4405.0,5870.0,1875.0,2225.0,5095.0,220.0,2070.0,985.0,0.0,635.0,995.0,6205.0,1065.0,770.0,1820.0
466,georgia,madison,2786205,6105.0,47930.0,7595.0,0.0,1155.0,525.0,16565.0,10370.0,15895.0,10375.0,8355.0,1745.0,7470.0,6880.0,1875.0,7595.0,3005.0,940.0,2155.0,4965.0,13355.0,4800.0,3595.0,3180.0
467,georgia,marion,928935,92015.0,12805.0,2380.0,205.0,180.0,425.0,3055.0,3765.0,2945.0,2585.0,4435.0,1650.0,1980.0,3555.0,230.0,1820.0,490.0,40.0,555.0,1200.0,3470.0,1080.0,235.0,480.0
468,georgia,mcduffie,2322775,237575.0,35355.0,5060.0,120.0,855.0,205.0,9820.0,9770.0,9870.0,6080.0,8465.0,1115.0,4815.0,5765.0,1600.0,5150.0,2615.0,415.0,1610.0,3840.0,8935.0,4605.0,1480.0,2060.0
469,georgia,mcintosh,2323400,115030.0,22730.0,4410.0,215.0,795.0,455.0,8610.0,6155.0,6760.0,5295.0,4330.0,1640.0,4090.0,2685.0,485.0,3365.0,1475.0,360.0,1130.0,2015.0,5660.0,3435.0,1750.0,3060.0
470,georgia,meriwether,1859170,194130.0,35080.0,6890.0,85.0,910.0,395.0,9410.0,6820.0,10480.0,6540.0,11860.0,1100.0,3780.0,8805.0,1390.0,5385.0,2965.0,580.0,1945.0,3210.0,8835.0,2515.0,2720.0,1880.0
471,georgia,miller,1394640,142530.0,10190.0,1550.0,0.0,220.0,535.0,3215.0,2175.0,2940.0,2080.0,2330.0,1350.0,815.0,1730.0,675.0,1820.0,425.0,60.0,705.0,400.0,3180.0,485.0,465.0,630.0
472,georgia,mitchell,2324900,22575.0,33945.0,4610.0,175.0,915.0,3260.0,9840.0,8135.0,9620.0,7135.0,9590.0,3565.0,3105.0,9420.0,1335.0,5275.0,2290.0,630.0,2155.0,2300.0,6510.0,1840.0,1895.0,4000.0
473,georgia,monroe,2325525,12550.300000000003,48330.0,6255.0,110.0,1010.0,485.0,17590.0,8080.0,16235.0,8285.0,8890.0,1860.0,5060.0,5130.0,1495.0,7440.0,5315.0,905.0,4925.0,5160.0,12220.0,4590.0,2290.0,2690.0
474,georgia,montgomery,1395615,142530.0,15230.0,1650.0,0.0,480.0,465.0,5205.0,3115.0,3150.0,3880.0,2885.0,1560.0,2280.0,2430.0,670.0,1470.0,970.0,85.0,585.0,715.0,4425.0,970.0,655.0,1420.0
475,georgia,morgan,2326525,2575.0,32645.0,3395.0,510.0,1050.0,680.0,14500.0,5300.0,8910.0,5805.0,5345.0,2375.0,3750.0,5685.0,845.0,4915.0,1510.0,660.0,2330.0,3395.0,6340.0,3185.0,2575.0,2295.0
476,georgia,murray,3723740,4150.150000000001,71895.0,7605.0,50.0,375.0,905.0,15370.0,9155.0,16180.0,11910.0,29415.0,1890.0,5520.0,32695.0,1530.0,9045.0,5080.0,1135.0,3040.0,3600.0,10290.0,2980.0,3180.0,2045.0
477,georgia,muscogee,24710190,16859.100000000017,314555.0,37430.0,3690.0,6620.0,5335.0,128165.0,74525.0,101210.0,28600.0,42825.0,1470.0,19665.0,33650.0,6940.0,44680.0,14420.0,7190.0,48075.0,28080.0,85565.0,40610.0,20085.0,24895.0
478,georgia,newton,6071715,65350.599999999984,172085.0,24555.0,1665.0,2265.0,1280.0,64295.0,31200.0,58040.0,27730.0,33900.0,1145.0,17835.0,31170.0,7705.0,28405.0,14735.0,6780.0,9535.0,19310.0,46165.0,13630.0,9335.0,9415.0
479,georgia,oconee,2803755,9105.0,62660.0,5830.0,150.0,690.0,480.0,37270.0,9190.0,17245.0,5855.0,6835.0,1445.0,4265.0,6715.0,2390.0,7790.0,3815.0,1315.0,3760.0,7565.0,24880.0,4055.0,3775.0,4625.0
480,georgia,oglethorpe,1869670,192040.15,22700.0,5070.0,0.0,230.0,110.0,7820.0,4360.0,8365.0,4095.0,5310.0,1310.0,1590.0,2825.0,795.0,3960.0,1000.0,115.0,900.0,2460.0,8050.0,2605.0,2680.0,1660.0
481,georgia,paulding,8886395,114342.29999999993,263760.0,31575.0,2395.0,1640.0,2470.0,99040.0,47775.0,90920.0,41975.0,42035.0,1145.0,30405.0,32045.0,15045.0,43120.0,21735.0,10175.0,24150.0,29995.0,62995.0,20450.0,15400.0,15085.0
482,georgia,peach,2808105,12070.300000000003,40760.0,8290.0,0.0,1340.0,925.0,15010.0,8155.0,12315.0,8275.0,9000.0,1945.0,4325.0,7460.0,1025.0,4915.0,2420.0,405.0,2665.0,2845.0,12365.0,3530.0,3010.0,5845.0
483,georgia,pickens,2809005,15105.0,50915.0,6590.0,310.0,695.0,840.0,17060.0,10235.0,18470.0,8765.0,9215.0,1085.0,7375.0,8205.0,2300.0,9790.0,3205.0,1235.0,4000.0,4630.0,11875.0,4530.0,3280.0,2235.0
484,georgia,pierce,1873170,192050.0,32270.0,2885.0,0.0,85.0,980.0,9235.0,7425.0,8770.0,5670.0,7445.0,2405.0,3015.0,4545.0,1210.0,5530.0,3890.0,760.0,840.0,2125.0,7580.0,2405.0,1575.0,2665.0
485,georgia,pike,1873570,2050.0,30290.0,5405.0,0.0,240.0,390.0,11165.0,5150.0,9285.0,6035.0,6520.0,400.0,5010.0,6130.0,855.0,3900.0,3525.0,245.0,1785.0,1955.0,7960.0,2290.0,2205.0,1895.0
486,georgia,polk,3279710,3640.0,65700.0,12195.0,490.0,1430.0,570.0,18355.0,14060.0,19120.0,14140.0,19315.0,905.0,10140.0,18535.0,2685.0,10625.0,4200.0,1745.0,3215.0,4430.0,16440.0,4705.0,4345.0,3020.0
487,georgia,pulaski,1405965,142530.0,18340.0,2580.0,0.0,670.0,0.0,4155.0,5190.0,5325.0,3485.0,4415.0,1290.0,1120.0,4545.0,950.0,2265.0,455.0,195.0,585.0,2080.0,4090.0,2685.0,580.0,1730.0
488,georgia,putnam,2343775,240045.3,34580.0,4415.0,540.0,580.0,275.0,11675.0,8460.0,11220.0,5790.0,6925.0,1700.0,4850.0,6135.0,2090.0,4625.0,2870.0,980.0,2540.0,3020.0,7500.0,3580.0,2105.0,2075.0
489,georgia,quitman,468830,48015.0,2640.0,1445.0,0.0,200.0,0.0,570.0,335.0,1750.0,500.0,1330.0,170.0,175.0,1180.0,85.0,765.0,360.0,200.0,145.0,85.0,390.0,390.0,325.0,215.0
490,georgia,rabun,2344525,242555.3,27515.0,3390.0,430.0,320.0,185.0,9560.0,6490.0,8680.0,5570.0,2845.0,865.0,5110.0,2190.0,1050.0,5965.0,1015.0,485.0,1225.0,2180.0,7085.0,3060.0,1500.0,1415.0
491,georgia,randolph,937985,79015.0,10375.0,2115.0,0.0,450.0,375.0,2930.0,3120.0,2880.0,1550.0,3085.0,1110.0,555.0,2210.0,315.0,445.0,790.0,120.0,825.0,230.0,4250.0,695.0,390.0,1630.0
492,georgia,richmond,22071435,18044.750000000015,329290.0,50605.0,6715.0,18475.0,5025.0,118560.0,81415.0,102080.0,32810.0,59910.0,915.0,23045.0,44290.0,8745.0,49310.0,20190.0,8350.0,15595.0,37015.0,100560.0,41535.0,19395.0,25830.0
493,georgia,rockdale,7055700,45223.49999999999,147045.0,24090.0,2440.0,1510.0,5790.0,64370.0,29450.0,50405.0,21215.0,27280.0,430.0,17380.0,23495.0,4315.0,21490.0,12950.0,6535.0,12310.0,18095.0,41145.0,15440.0,9445.0,9690.0
494,georgia,schley,941185,96015.0,7100.0,1790.0,130.0,300.0,265.0,2960.0,1600.0,1385.0,1350.0,2740.0,570.0,1305.0,1960.0,0.0,385.0,860.0,260.0,100.0,730.0,2390.0,400.0,505.0,570.0
495,georgia,screven,2353400,242600.0,19320.0,3695.0,60.0,165.0,235.0,6150.0,4695.0,5390.0,3180.0,6120.0,1460.0,1530.0,5985.0,525.0,2110.0,1370.0,535.0,880.0,1210.0,6420.0,1325.0,1390.0,795.0
496,georgia,seminole,1412340,30030.0,13410.0,1320.0,145.0,490.0,585.0,3855.0,3665.0,4130.0,2930.0,2235.0,1245.0,1280.0,2865.0,510.0,1605.0,580.0,205.0,1205.0,895.0,3455.0,1110.0,1170.0,690.0
497,georgia,spalding,5651610,96390.0,99935.0,20685.0,1135.0,1555.0,2445.0,32110.0,23755.0,32890.0,15455.0,28240.0,180.0,11525.0,21945.0,4560.0,16415.0,12415.0,1160.0,5410.0,10105.0,25940.0,9320.0,7195.0,6280.0
498,georgia,stephens,2355900,242565.15,41795.0,7085.0,0.0,1195.0,170.0,13730.0,11195.0,12660.0,5830.0,10350.0,410.0,3660.0,11430.0,2095.0,6070.0,1930.0,720.0,1950.0,3635.0,13035.0,5070.0,2120.0,1640.0
499,georgia,stewart,942535,95025.0,6890.0,2870.0,0.0,315.0,265.0,2805.0,2120.0,2455.0,1315.0,2190.0,745.0,665.0,1600.0,220.0,810.0,600.0,170.0,390.0,415.0,2490.0,1055.0,550.0,1175.0
500,georgia,sumter,3771140,380180.0,49715.0,12005.0,115.0,1885.0,985.0,19625.0,13690.0,13575.0,7140.0,13245.0,2620.0,4005.0,8385.0,2530.0,7400.0,1640.0,1470.0,2185.0,3590.0,18670.0,5030.0,4870.0,4880.0
501,georgia,talbot,1414590,144030.0,9745.0,1425.0,50.0,130.0,1090.0,3335.0,1960.0,2505.0,1535.0,3440.0,760.0,1120.0,1865.0,550.0,840.0,920.0,110.0,645.0,1590.0,2470.0,730.0,560.0,615.0
502,georgia,taliaferro,471580,510.0,2575.0,195.0,0.0,85.0,330.0,530.0,720.0,445.0,260.0,1275.0,180.0,75.0,690.0,130.0,355.0,255.0,0.0,0.0,255.0,560.0,295.0,195.0,240.0
503,georgia,tattnall,2358275,237560.15,30185.0,4715.0,40.0,525.0,5810.0,11865.0,8090.0,8405.0,9600.0,7440.0,4220.0,6075.0,4845.0,805.0,4325.0,2905.0,620.0,2020.0,2820.0,7090.0,1665.0,2190.0,5820.0
504,georgia,taylor,1415265,142530.0,10690.0,1885.0,0.0,150.0,190.0,3525.0,2010.0,2915.0,2870.0,2810.0,685.0,2440.0,1635.0,855.0,915.0,1065.0,375.0,445.0,625.0,2365.0,265.0,685.0,1775.0
505,georgia,telfair,1415490,142540.0,21245.0,1525.0,80.0,475.0,1135.0,6210.0,6105.0,3610.0,3960.0,5720.0,1490.0,1415.0,3895.0,410.0,2955.0,1285.0,90.0,1070.0,890.0,4970.0,1225.0,1475.0,4435.0
506,georgia,terrell,1887670,24070.0,13365.0,2105.0,0.0,460.0,130.0,3960.0,3060.0,3955.0,1935.0,3635.0,865.0,1235.0,2460.0,620.0,2270.0,1535.0,140.0,585.0,1060.0,3355.0,790.0,660.0,970.0
507,georgia,thomas,5193155,528330.0,65930.0,9690.0,75.0,1090.0,3345.0,28220.0,13265.0,21020.0,8600.0,12235.0,3175.0,5930.0,9980.0,3095.0,11605.0,3885.0,720.0,4055.0,4925.0,22295.0,5300.0,2825.0,5550.0
508,georgia,tift,4251195,432225.0,66100.0,12125.0,1755.0,1675.0,1280.0,25065.0,13935.0,21255.0,12085.0,13915.0,5870.0,5645.0,10170.0,2510.0,10130.0,3430.0,1135.0,4055.0,4215.0,21100.0,7840.0,4280.0,5875.0
509,georgia,toombs,2835255,291105.0,45075.0,5095.0,90.0,1315.0,1640.0,15510.0,9375.0,13130.0,9530.0,7265.0,3730.0,4385.0,6070.0,2550.0,6650.0,3035.0,485.0,1720.0,3225.0,13305.0,2855.0,2640.0,4160.0
510,georgia,towns,1417965,144030.0,14640.0,2265.0,0.0,1310.0,0.0,4450.0,3415.0,5900.0,3925.0,2010.0,55.0,4520.0,750.0,155.0,1500.0,630.0,555.0,2390.0,965.0,4480.0,1900.0,1255.0,545.0
511,georgia,treutlen,945435,96015.0,10190.0,1275.0,120.0,240.0,410.0,3955.0,1730.0,3055.0,1480.0,2335.0,65.0,1315.0,1970.0,255.0,1535.0,1265.0,120.0,565.0,500.0,3270.0,195.0,790.0,710.0
512,georgia,troup,6620845,672410.4500000002,113280.0,14735.0,315.0,3070.0,2785.0,39430.0,25685.0,33440.0,13270.0,29595.0,760.0,8385.0,31620.0,3665.0,18065.0,6535.0,2585.0,6850.0,8620.0,30300.0,11180.0,6430.0,6425.0
513,georgia,turner,946235,97025.0,12205.0,1680.0,0.0,715.0,310.0,4455.0,3150.0,3530.0,1975.0,2860.0,1000.0,1065.0,1980.0,560.0,1555.0,1125.0,135.0,1025.0,685.0,3030.0,1235.0,620.0,1955.0
514,georgia,twiggs,946335,6015.0,12165.0,1325.0,0.0,260.0,30.0,4140.0,2450.0,3485.0,1495.0,2805.0,805.0,1505.0,1520.0,395.0,1385.0,1130.0,20.0,815.0,1505.0,3305.0,365.0,550.0,1075.0
515,georgia,union,2839605,50.8,34535.0,4485.0,0.0,460.0,690.0,14840.0,8345.0,10760.0,3890.0,4640.0,1345.0,2905.0,3385.0,595.0,3765.0,3285.0,415.0,3460.0,3270.0,12010.0,2895.0,3215.0,1930.0
516,georgia,upson,3314010,3615.1500000000005,42485.0,7255.0,0.0,830.0,1170.0,12005.0,11015.0,12110.0,7370.0,11965.0,780.0,5130.0,11075.0,920.0,6730.0,2935.0,945.0,2150.0,2895.0,10475.0,4030.0,2645.0,3755.0
517,georgia,walker,6157840,13340.60000000001,113295.0,18250.0,430.0,1480.0,830.0,37135.0,20665.0,35920.0,15405.0,32090.0,710.0,11855.0,29940.0,3535.0,16705.0,9525.0,2305.0,8220.0,11760.0,26600.0,7915.0,6605.0,5540.0
518,georgia,walton,7110450,82866.95,155315.0,22720.0,555.0,840.0,2975.0,53640.0,28165.0,56170.0,27495.0,27835.0,1350.0,20755.0,23040.0,8475.0,30435.0,10550.0,3065.0,9785.0,16690.0,36750.0,11120.0,11190.0,10100.0
519,georgia,ware,4268970,427725.0,52890.0,10750.0,0.0,955.0,740.0,18615.0,11110.0,17830.0,8460.0,12565.0,1900.0,4310.0,9385.0,2065.0,10455.0,5670.0,555.0,2825.0,3940.0,15615.0,5005.0,2660.0,4195.0
520,georgia,warren,948935,97045.0,8870.0,1345.0,50.0,215.0,150.0,1220.0,1685.0,2605.0,1155.0,4360.0,260.0,615.0,3555.0,455.0,1405.0,385.0,230.0,250.0,545.0,1760.0,560.0,340.0,665.0
521,georgia,washington,2372775,237600.0,30720.0,3135.0,175.0,340.0,590.0,8855.0,8060.0,9185.0,4185.0,6735.0,3395.0,2500.0,4765.0,550.0,4390.0,3235.0,720.0,950.0,1205.0,8780.0,2015.0,1980.0,2535.0
522,georgia,wayne,2848155,291105.0,43885.0,7805.0,245.0,885.0,1425.0,14560.0,9490.0,11350.0,11435.0,10215.0,1715.0,6990.0,7615.0,1070.0,6120.0,3315.0,710.0,3150.0,2600.0,11055.0,4240.0,3630.0,4840.0
523,georgia,webster,949585,96015.0,4060.0,985.0,0.0,90.0,95.0,1370.0,750.0,1070.0,945.0,1170.0,620.0,415.0,715.0,100.0,815.0,550.0,40.0,240.0,0.0,1185.0,25.0,200.0,400.0
524,georgia,wheeler,949685,78015.0,7160.0,1065.0,0.0,55.0,95.0,2275.0,1240.0,1480.0,2275.0,1460.0,1045.0,1255.0,810.0,0.0,1035.0,405.0,175.0,395.0,230.0,1670.0,605.0,415.0,690.0
525,georgia,white,2374650,237550.30000000002,51715.0,5060.0,315.0,815.0,415.0,19640.0,9445.0,16680.0,8390.0,7890.0,1010.0,6700.0,8280.0,1975.0,8060.0,1820.0,945.0,2395.0,5390.0,11845.0,6950.0,2405.0,4270.0
526,georgia,whitfield,8553915,645.4499999999998,177870.0,27995.0,385.0,1510.0,6835.0,50215.0,29685.0,51700.0,20675.0,70980.0,1065.0,12480.0,86790.0,7370.0,22000.0,10030.0,2590.0,5765.0,12245.0,31510.0,16760.0,9615.0,5035.0
527,georgia,wilcox,1901970,192050.0,10860.0,1675.0,0.0,215.0,55.0,3910.0,3305.0,1750.0,2500.0,1895.0,1440.0,1325.0,1305.0,335.0,1050.0,435.0,65.0,360.0,465.0,3255.0,810.0,295.0,2220.0
528,georgia,wilkes,1902370,2040.3,12330.0,3195.0,155.0,1245.0,590.0,5330.0,2740.0,3320.0,3005.0,3835.0,1295.0,1540.0,2940.0,980.0,1760.0,940.0,280.0,1060.0,535.0,3965.0,1010.0,630.0,1295.0
529,georgia,wilkinson,1427040,144045.0,15015.0,910.0,0.0,220.0,125.0,4450.0,2565.0,3405.0,3280.0,3110.0,1305.0,1985.0,3095.0,270.0,1470.0,985.0,470.0,595.0,480.0,4000.0,700.0,430.0,1025.0
530,georgia,worth,2378900,237590.0,33655.0,7475.0,340.0,100.0,290.0,11060.0,8005.0,9590.0,6955.0,7460.0,1530.0,3915.0,4860.0,1885.0,4805.0,2930.0,345.0,1940.0,2135.0,9450.0,3575.0,2360.0,3340.0
531,hawaii,hawaii,23823375,877134.9000000008,283125.0,69210.0,6280.0,11315.0,9405.0,126145.0,99420.0,110185.0,60025.0,33125.0,19550.0,47250.0,11410.0,11445.0,54610.0,18945.0,5355.0,25010.0,39290.0,80810.0,74045.0,18195.0,22985.0
532,hawaii,honolulu,117154770,757018.6000000042,1509040.0,364435.0,184675.0,128670.0,71895.0,767700.0,447845.0,586735.0,213030.0,183145.0,16820.0,158710.0,76620.0,63400.0,244055.0,131600.0,46370.0,158200.0,223920.0,477175.0,298185.0,95215.0,208185.0
533,hawaii,kalawao,966435,51095.0,170.0,0.0,0.0,55.0,45.0,155.0,65.0,65.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,40.0,25.0,50.0,145.0
534,hawaii,kauai,8218735,221861.15,125640.0,19335.0,570.0,2515.0,3790.0,47860.0,40930.0,41085.0,20955.0,13835.0,4850.0,16420.0,3790.0,3295.0,22175.0,9305.0,2845.0,9165.0,15580.0,25195.0,35830.0,7140.0,9075.0
535,hawaii,maui,18397415,250199.64999999997,265045.0,55540.0,6500.0,12390.0,9205.0,113445.0,105040.0,96490.0,42620.0,32355.0,10010.0,36225.0,10570.0,7630.0,47415.0,18030.0,5310.0,26030.0,37970.0,63080.0,90345.0,17975.0,19360.0
536,idaho,ada,28635945,12541.55000000001,734070.0,80195.0,5605.0,17725.0,34640.0,383370.0,142005.0,247860.0,78680.0,81535.0,11510.0,65415.0,97460.0,29820.0,114155.0,40805.0,27985.0,72275.0,111120.0,185880.0,82035.0,39720.0,55270.0
537,idaho,adams,972235,95015.0,5690.0,1435.0,0.0,690.0,130.0,2225.0,2165.0,1545.0,1925.0,1190.0,1695.0,1200.0,440.0,290.0,885.0,310.0,185.0,305.0,665.0,1130.0,1210.0,325.0,410.0
538,idaho,bannock,10701185,97160.44999999998,145550.0,21065.0,2465.0,5420.0,3950.0,60850.0,34160.0,52290.0,17620.0,25080.0,3170.0,12050.0,17995.0,5010.0,26070.0,11585.0,3445.0,11760.0,16470.0,49040.0,17015.0,6585.0,9805.0
539,idaho,bear lake,973435,95015.0,8620.0,2220.0,30.0,430.0,270.0,3310.0,2445.0,2095.0,2815.0,1725.0,2295.0,660.0,835.0,430.0,1915.0,585.0,90.0,565.0,500.0,2675.0,775.0,400.0,665.0
540,idaho,benewah,973535,94505.0,15290.0,1110.0,205.0,985.0,570.0,4925.0,3850.0,3530.0,3830.0,3275.0,2365.0,1055.0,2165.0,380.0,1925.0,1080.0,150.0,510.0,830.0,4315.0,1870.0,1335.0,1430.0
541,idaho,bingham,3895140,379640.0,70170.0,12845.0,1920.0,2525.0,1735.0,26745.0,18390.0,20155.0,15630.0,14540.0,7920.0,8000.0,12080.0,3120.0,10705.0,5245.0,1185.0,4125.0,8485.0,19265.0,6710.0,3160.0,5460.0
542,idaho,blaine,1948170,192055.0,38770.0,6065.0,1095.0,3145.0,1475.0,20470.0,11600.0,12125.0,8325.0,5155.0,1420.0,8425.0,2650.0,1055.0,6350.0,2020.0,1055.0,3885.0,9975.0,7630.0,8670.0,2230.0,2310.0
543,idaho,boise,487105,47510.0,10570.0,2330.0,25.0,645.0,270.0,5655.0,1530.0,3535.0,3090.0,1550.0,845.0,2380.0,1155.0,260.0,1795.0,880.0,430.0,505.0,625.0,3040.0,1340.0,610.0,1495.0
544,idaho,bonner,4385070,427725.0,66245.0,12455.0,395.0,2015.0,2890.0,27550.0,15020.0,20335.0,15140.0,13210.0,4345.0,12345.0,12600.0,1110.0,11915.0,3835.0,1165.0,3545.0,8290.0,15240.0,9830.0,4060.0,2975.0
545,idaho,bonneville,10239705,1019306.0500000007,170145.0,31235.0,8140.0,4100.0,4210.0,80590.0,36605.0,60090.0,27305.0,26390.0,6265.0,19735.0,19160.0,7855.0,31015.0,7255.0,6655.0,11635.0,36810.0,46645.0,19235.0,8270.0,10445.0
546,idaho,boundary,975785,97015.0,15285.0,2795.0,0.0,835.0,140.0,5650.0,3990.0,4630.0,4305.0,2660.0,1665.0,2645.0,1940.0,0.0,3080.0,975.0,230.0,420.0,1110.0,5845.0,1285.0,820.0,1220.0
547,idaho,butte,487930,48505.0,3700.0,1015.0,250.0,385.0,145.0,2075.0,1225.0,1265.0,880.0,710.0,775.0,315.0,210.0,15.0,680.0,310.0,40.0,110.0,1000.0,1435.0,410.0,255.0,600.0
548,idaho,camas,487955,48505.0,1940.0,270.0,0.0,380.0,60.0,785.0,450.0,510.0,730.0,590.0,595.0,420.0,210.0,50.0,120.0,120.0,0.0,40.0,110.0,720.0,345.0,85.0,250.0
549,idaho,canyon,14161570,30676.39999999999,292320.0,45585.0,1405.0,6395.0,12150.0,105640.0,64045.0,97210.0,57710.0,58815.0,17055.0,41255.0,49460.0,14485.0,47915.0,20715.0,8280.0,18925.0,32405.0,74550.0,21915.0,17910.0,18550.0
550,idaho,caribou,977435,96015.0,11305.0,2060.0,0.0,440.0,175.0,4260.0,2485.0,2915.0,3285.0,2225.0,1690.0,2155.0,2695.0,215.0,1630.0,865.0,120.0,395.0,1095.0,2365.0,820.0,555.0,570.0
551,idaho,cassia,2932905,285105.0,33815.0,5185.0,0.0,1310.0,1240.0,12595.0,6625.0,9335.0,11075.0,6160.0,8275.0,3275.0,4745.0,1565.0,5080.0,2975.0,350.0,1880.0,2085.0,8800.0,2540.0,2735.0,1485.0
552,idaho,clark,488905,47505.0,1520.0,235.0,0.0,15.0,105.0,690.0,75.0,60.0,810.0,465.0,990.0,305.0,200.0,0.0,10.0,120.0,0.0,0.0,30.0,285.0,0.0,25.0,135.0
553,idaho,clearwater,977885,95505.0,12780.0,2160.0,0.0,890.0,60.0,4695.0,3920.0,3050.0,2885.0,2635.0,3105.0,1280.0,1660.0,415.0,870.0,615.0,265.0,485.0,735.0,4635.0,1130.0,565.0,1425.0
554,idaho,custer,488980,48010.0,5680.0,2245.0,145.0,970.0,30.0,3280.0,1505.0,2215.0,2345.0,1415.0,2915.0,1135.0,900.0,210.0,650.0,670.0,340.0,195.0,465.0,1505.0,565.0,535.0,675.0
555,idaho,elmore,2445275,240075.0,46000.0,8480.0,170.0,3970.0,1290.0,12945.0,9660.0,12230.0,8690.0,8240.0,4620.0,2590.0,4455.0,1270.0,6295.0,4035.0,935.0,1965.0,3090.0,8745.0,4460.0,1625.0,7680.0
556,idaho,franklin,978285,97015.0,17510.0,3290.0,210.0,650.0,410.0,6800.0,3475.0,5720.0,5385.0,4500.0,3525.0,2835.0,4830.0,470.0,2990.0,430.0,615.0,955.0,1030.0,4855.0,1405.0,1400.0,540.0
557,idaho,fremont,1467615,145530.0,20620.0,5535.0,480.0,515.0,115.0,8240.0,5280.0,5830.0,6415.0,4420.0,3725.0,3990.0,3105.0,850.0,2935.0,1980.0,180.0,555.0,1870.0,5390.0,2065.0,890.0,2650.0
558,idaho,gem,1467840,144030.0,25305.0,5765.0,80.0,865.0,870.0,9840.0,6445.0,9090.0,5565.0,4455.0,2600.0,4870.0,1995.0,1005.0,3745.0,3205.0,220.0,2540.0,2340.0,7940.0,2010.0,1395.0,1530.0
559,idaho,gooding,978685,96015.0,23025.0,2805.0,100.0,1970.0,430.0,7985.0,5400.0,5075.0,7755.0,5460.0,7530.0,2425.0,3235.0,665.0,2640.0,2155.0,165.0,1280.0,1575.0,5655.0,2245.0,725.0,1380.0
560,idaho,idaho,2447150,239050.0,20065.0,3775.0,325.0,2745.0,475.0,7865.0,6260.0,5540.0,5100.0,5200.0,4905.0,2955.0,3225.0,390.0,2735.0,1685.0,60.0,970.0,1525.0,6295.0,2310.0,1320.0,1590.0
561,idaho,jefferson,1958170,192050.0,39790.0,6880.0,1705.0,735.0,580.0,15765.0,6985.0,13020.0,9135.0,8335.0,4705.0,5545.0,5120.0,2290.0,6615.0,2965.0,655.0,2105.0,5280.0,10505.0,2710.0,1715.0,3030.0
562,idaho,jerome,2448275,242575.0,38305.0,3560.0,0.0,2005.0,585.0,11810.0,6915.0,8695.0,10540.0,9640.0,8735.0,3295.0,7735.0,890.0,6070.0,4160.0,285.0,1705.0,1795.0,7155.0,2705.0,1730.0,1340.0
563,idaho,kootenai,12250750,48165.59999999999,241570.0,32190.0,1725.0,6120.0,6035.0,100485.0,54905.0,83465.0,43440.0,35350.0,7030.0,39010.0,29890.0,8625.0,38370.0,11785.0,4365.0,22620.0,33310.0,61310.0,36250.0,12005.0,13075.0
