,County,State,Active Voters,Ballots Cast,Polling Places,Poll Workers,Hours Open,Time to Vote
2029,Cambridge City,MA,53670,46390,37.0,204.0,12,101.2588038009873
2030,Carlisle Town,MA,3840,2989,3.0,6.0,12,3.374999999991211
2031,Chelmsford Town,MA,21941,17055,4.0,54.0,12,7.088099904285544
2032,Concord Town,MA,12357,10191,5.0,30.0,12,8.739985433350538
2033,Dracut Town,MA,16391,13276,8.0,60.0,12,21.084741626489482
2034,Dunstable Town,MA,2097,1737,2.0,6.0,12,4.120171673800095
2035,Everett City,MA,16821,10363,11.0,72.0,12,33.900481540910825
2036,Framingham Town,MA,31319,24390,13.0,108.0,12,32.27689262108232
2037,Groton Town,MA,7228,5837,3.0,18.0,12,5.37908135029693
2038,Holliston Town,MA,9581,7595,2.0,24.0,12,3.607139129523424
2039,Hopkinton Town,MA,10156,8011,2.0,24.0,12,3.4029145332774684
2040,Hudson Town,MA,12666,8942,7.0,42.0,12,16.71245855043683
2041,Lexington Town,MA,20151,16094,8.0,54.0,12,15.435462259929814
2042,Lincoln Town,MA,4448,3556,2.0,12.0,12,3.8848920863222016
2043,Littleton Town,MA,7164,5272,2.0,18.0,12,3.618090452256256
2044,Lowell City,MA,35832,27024,24.0,198.0,12,95.48559946413947
2045,Malden City,MA,23016,17772,15.0,96.0,12,45.046923879021094
2046,Marlborough City,MA,18640,14526,7.0,84.0,12,22.712446351919144
2047,Maynard Town,MA,6683,5475,3.0,24.0,12,7.7569953613530505
2048,Medford City,MA,37092,25591,16.0,96.0,12,29.815593659001994
2049,Melrose City,MA,17391,14697,9.0,84.0,12,31.298947731567303
2050,Natick Town,MA,21679,17349,7.0,60.0,12,13.94898288665808
2051,Newton City,MA,49379,41600,33.0,192.0,12,92.38583203384185
2052,North Reading Town,MA,9454,7513,3.0,24.0,12,5.483393272683008
2053,Pepperell Town,MA,8172,5519,2.0,18.0,12,3.1718061673969995
2054,Reading Town,MA,15149,13444,2.0,48.0,12,4.562677404446126
2055,Sherborn Town,MA,3024,2412,2.0,6.0,12,2.857142857133409
2056,Shirley Town,MA,4094,2808,2.0,6.0,12,2.110405471416438
2057,Somerville City,MA,41843,35596,19.0,126.0,12,41.193987046808026
2058,Stoneham Town,MA,15016,11152,2.0,42.0,12,4.027703782629177
2059,Stow Town,MA,5142,4069,3.0,12.0,12,5.040840140013534
2060,Sudbury Town,MA,12123,9646,4.0,36.0,12,8.55233853005976
2061,Tewksbury Town,MA,20446,14337,5.0,48.0,12,8.45153086177812
2062,Townsend Town,MA,5492,4037,2.0,18.0,12,4.719592134004516
2063,Tyngsborough Town,MA,7820,5489,4.0,24.0,12,8.838874680295602
2064,Wakefield Town,MA,18479,12903,3.0,42.0,12,4.9093565669111365
2065,Waltham City,MA,27901,22378,16.0,108.0,12,44.59195010929909
2066,Watertown Town,MA,23421,16001,9.0,72.0,12,19.9205840911917
2067,Wayland Town,MA,9422,7550,3.0,24.0,12,5.502016556988429
2068,Westford Town,MA,14997,11864,6.0,36.0,12,10.370074014796046
2069,Weston Town,MA,7713,5568,4.0,24.0,12,8.961493582252093
2070,Wilmington Town,MA,17004,11294,4.0,36.0,12,6.0973888496788415
2071,Winchester Town,MA,14504,11319,5.0,48.0,12,11.913954771089413
2072,Woburn City,MA,21449,16934,9.0,84.0,12,25.377406872103418
2073,Nantucket Town,MA,9043,4205,2.0,6.0,12,0.9554351432036321
2074,Avon Town,MA,2725,1950,2.0,6.0,12,3.1706422018232274
2075,Bellingham Town,MA,11212,7236,2.0,36.0,12,4.623617552618066
2076,Braintree Town,MA,25536,17047,13.0,72.0,12,26.390977443598686
2077,Brookline Town,MA,28455,25507,15.0,96.0,12,36.436478650487985
2078,Canton Town,MA,14847,11078,6.0,36.0,12,10.474843402700563
2079,Cohasset Town,MA,5707,4466,2.0,12.0,12,3.0278605221604558
2080,Dedham Town,MA,18539,12439,7.0,42.0,12,11.418091590694525
2081,Dover Town,MA,4208,3133,2.0,6.0,12,2.0532319391586187
2082,Foxborough Town,MA,12274,8601,2.0,30.0,12,3.519635000811862
2083,Franklin Town,MA,21974,15167,2.0,48.0,12,3.1455356330194113
2084,Holbrook Town,MA,7288,4515,3.0,24.0,12,7.113062568596168
2085,Medfield Town,MA,8853,6660,2.0,24.0,12,3.9037614367966746
2086,Medway Town,MA,9520,6424,2.0,24.0,12,3.6302521008365227
2087,Millis Town,MA,6216,4347,2.0,18.0,12,4.169884169877462
2088,Milton Town,MA,17984,14087,6.0,60.0,12,14.41281138789234
2089,Needham Town,MA,21406,16445,7.0,60.0,12,14.126880313924072
2090,Norfolk Town,MA,6857,5315,2.0,18.0,12,3.7800787516351466
2091,Norwood Town,MA,19058,13155,7.0,54.0,12,14.28061706369279
2092,Plainville Town,MA,5502,4152,2.0,18.0,12,4.711014176654469
2093,Quincy City,MA,57589,34099,29.0,186.0,12,67.43787876155734
2094,Randolph Town,MA,18536,12059,6.0,72.0,12,16.780319378497637
2095,Sharon Town,MA,11712,8793,3.0,30.0,12,5.532786885241177
2096,Stoughton Town,MA,18841,11216,8.0,48.0,12,14.674380340738457
2097,Walpole Town,MA,15510,12316,4.0,48.0,12,8.912959381038739
2098,Wellesley Town,MA,16793,13182,11.0,48.0,12,22.638003930195534
2099,Westwood Town,MA,10531,8291,5.0,24.0,12,8.204349064658432
2100,Weymouth Town,MA,33071,24881,13.0,108.0,12,30.56696199085889
2101,Wrentham Town,MA,7363,5591,2.0,18.0,12,3.5203042238170306
2102,Abington Town,MA,10003,7412,2.0,30.0,12,4.318704388679077
2103,Bridgewater Town,MA,16739,10616,3.0,42.0,12,5.419678594894904
2104,Brockton City,MA,52479,26690,26.0,168.0,12,59.92797118846397
2105,Carver Town,MA,6634,5069,3.0,18.0,12,5.86071751581872
2106,Duxbury Town,MA,12345,8543,2.0,36.0,12,4.199270959899392
2107,East Bridgewater Town,MA,9453,6511,2.0,24.0,12,3.655982227860302
2108,Halifax Town,MA,5452,3695,2.0,12.0,12,3.1694790902362997
2109,Hanover Town,MA,9731,7599,2.0,24.0,12,3.5515363271980767
2110,Hanson Town,MA,6738,5204,2.0,18.0,12,3.8468388245713165
2111,Hingham Town,MA,17281,12597,4.0,42.0,12,6.999594930844858
2112,Hull Town,MA,6702,5482,3.0,18.0,12,5.801253357198148
2113,Kingston Town,MA,9752,6510,3.0,24.0,12,5.315832649707428
2114,Lakeville Town,MA,7875,5446,2.0,18.0,12,3.2914285714243916
2115,Marion Town,MA,3960,2812,2.0,6.0,12,2.1818181818126723
2116,Marshfield Town,MA,19531,13432,2.0,42.0,12,3.096615636678564
2117,Mattapoisett Town,MA,4935,3797,2.0,6.0,12,1.7507598784159053
2118,Middleborough Town,MA,15788,10449,5.0,36.0,12,8.208766151502275
2119,Norwell Town,MA,7918,5943,3.0,18.0,12,4.910330891633102
2120,Pembroke Town,MA,13236,8832,9.0,30.0,12,14.687216681765875
2121,Plymouth Town,MA,37738,28137,15.0,90.0,12,25.75653187767615
2122,Plympton Town,MA,1989,1541,2.0,6.0,12,4.343891402693092
2123,Rochester Town,MA,4298,2820,2.0,6.0,12,2.0102373196788967
2124,Rockland Town,MA,11497,7660,3.0,36.0,12,6.763503522652201
2125,Scituate Town,MA,14664,10660,2.0,36.0,12,3.535188216036869
2126,Wareham Town,MA,15479,9503,5.0,36.0,12,8.372633891072827
2127,West Bridgewater Town,MA,5036,3476,2.0,12.0,12,3.4312946783093103
2128,Whitman Town,MA,9947,6777,2.0,24.0,12,3.4744143962968987
2129,Boston City,MA,370052,226371,184.0,1530.0,12,547.7457222228079
2130,Chelsea City,MA,7969,6727,5.0,96.0,12,43.36805119833935
2131,Revere City,MA,19544,14041,20.0,126.0,12,92.83667621771754
2132,Winthrop Town,MA,12300,7703,4.0,36.0,12,8.429268292676074
2133,Ashburnham Town,MA,4387,2849,2.0,6.0,12,1.969455208566288
2134,Athol Town,MA,6058,3915,2.0,18.0,12,4.278639815113439
2135,Auburn Town,MA,10740,7744,2.0,30.0,12,4.0223463687113385
2136,Barre Town,MA,3246,2275,3.0,12.0,12,7.985212569291482
2137,Berlin Town,MA,2325,1760,2.0,6.0,12,3.7161290322420815
2138,Blackstone Town,MA,5106,3597,4.0,18.0,12,10.1527614570894
2139,Bolton Town,MA,3912,2952,2.0,6.0,12,2.208588957049569
2140,Boylston Town,MA,3552,2493,2.0,6.0,12,2.432432432425584
2141,Brookfield Town,MA,2365,1531,2.0,6.0,12,3.65327695558709
2142,Charlton Town,MA,8660,5841,3.0,24.0,12,5.986143187060062
2143,Clinton Town,MA,7394,5601,2.0,24.0,12,4.674060048681804
2144,Douglas Town,MA,6094,3971,3.0,18.0,12,6.380045946822481
2145,Dudley Town,MA,6698,4314,2.0,18.0,12,3.8698118841387434
2146,East Brookfield Town,MA,1320,1033,2.0,6.0,12,6.545454545404959
2147,Fitchburg City,MA,16618,11681,8.0,72.0,12,24.956071729434974
2148,Gardner City,MA,9139,6976,7.0,60.0,12,33.08895940471267
2149,Grafton Town,MA,12017,8476,3.0,30.0,12,5.392360822164107
2150,Hardwick Town,MA,1583,1141,2.0,6.0,12,5.4579911559983705
2151,Harvard Town,MA,4171,3372,2.0,6.0,12,2.071445696470699
2152,Holden Town,MA,12486,9749,5.0,30.0,12,8.64968765016126
2153,Hopedale Town,MA,4058,2885,2.0,6.0,12,2.129127649082974
2154,Hubbardston Town,MA,3241,2291,3.0,6.0,12,3.9987658130083346
2155,Lancaster Town,MA,4930,3384,2.0,12.0,12,3.5050709939076974
2156,Leicester Town,MA,6675,4697,2.0,24.0,12,5.177528089879884
2157,Leominster City,MA,22286,15545,11.0,90.0,12,31.984205330686535
2158,Lunenburg Town,MA,6476,5334,2.0,24.0,12,5.3366275478608145
2159,Mendon Town,MA,4335,2933,2.0,6.0,12,1.9930795847704892
2160,Milford Town,MA,15359,10600,6.0,48.0,12,13.500878963465393
2161,Millbury Town,MA,8940,5904,2.0,24.0,12,3.8657718120762126
2162,Millville Town,MA,2092,1297,2.0,6.0,12,4.130019120439149
2163,New Braintree Town,MA,757,524,2.0,6.0,12,11.413474240271949
2164,Northborough Town,MA,10720,7752,5.0,24.0,12,8.059701492529795
2165,Northbridge Town,MA,9863,7049,2.0,24.0,12,3.504004866669873
2166,North Brookfield Town,MA,3226,2062,2.0,6.0,12,2.6782393056333595
2167,Oakham Town,MA,1278,963,2.0,6.0,12,6.760563380228791
2168,Oxford Town,MA,8132,5515,3.0,24.0,12,6.374815543523887
2169,Paxton Town,MA,2722,2308,2.0,6.0,12,3.174136664205826
2170,Petersham Town,MA,881,734,2.0,6.0,12,9.807037457323416
2171,Phillipston Town,MA,1236,844,2.0,6.0,12,6.990291262079367
2172,Princeton Town,MA,2549,2060,2.0,6.0,12,3.3895645350985113
2173,Royalston Town,MA,905,564,3.0,12.0,12,28.64088397758408
2174,Rutland Town,MA,5955,4124,4.0,18.0,12,8.705289672529462
2175,Shrewsbury Town,MA,22001,16323,8.0,60.0,12,15.708376891952316
2176,Southborough Town,MA,6998,5179,2.0,18.0,12,3.703915404395965
2177,Southbridge Town,MA,7708,4727,2.0,30.0,12,5.604566683957441
2178,Spencer Town,MA,6473,4568,2.0,24.0,12,5.3391008805726266
2179,Sterling Town,MA,5602,4332,3.0,12.0,12,4.626918957506914
2180,Sturbridge Town,MA,7153,4654,2.0,18.0,12,3.623654410731688
2181,Sutton Town,MA,6916,4698,4.0,18.0,12,7.495662232493499
2182,Templeton Town,MA,5173,3218,4.0,18.0,12,10.0212642566982
2183,Upton Town,MA,5365,3992,2.0,12.0,12,3.220876048456252
2184,Uxbridge Town,MA,8449,6179,2.0,24.0,12,4.090424902350467
2185,Warren Town,MA,3054,1882,3.0,12.0,12,8.487229862447652
2186,Webster Town,MA,10929,5504,3.0,30.0,12,5.929179247867206
2187,Westborough Town,MA,10221,7966,3.0,30.0,12,6.339888464918951
2188,West Boylston Town,MA,5471,3794,2.0,12.0,12,3.1584719429662615
2189,West Brookfield Town,MA,2685,1759,2.0,6.0,12,3.2178770949600826
2190,Westminster Town,MA,5607,3946,2.0,12.0,12,3.0818619582609563
2191,Winchendon Town,MA,6241,3583,2.0,24.0,12,5.5375741067047946
2192,Worcester City,MA,62532,49715,48.0,300.0,12,165.80310880826363
2193,Alcona,MI,7961,5658,24.0,79.0,12,171.47594523279554
2194,Alger,MI,6053,4241,18.0,67.0,12,143.4528333055618
2195,Allegan,MI,75498,51710,67.0,289.0,12,184.65866645471607
2196,Alpena,MI,19431,13309,23.0,122.0,12,103.97406206571767
2197,Antrim,MI,18126,13047,30.0,120.0,12,142.99900695126172
2198,Arenac,MI,10475,6852,30.0,124.0,12,255.6945107396127
2199,Baraga,MI,4908,3321,12.0,54.0,12,95.06112469418284
2200,Barry,MI,40632,27209,38.0,178.0,12,119.85823981095692
2201,Bay,MI,70194,47740,52.0,316.0,12,168.54773912297796
2202,Benzie,MI,13702,9922,26.0,96.0,12,131.15749525607126
2203,Berrien,MI,102161,63213,87.0,430.0,12,263.6544278148938
2204,Branch,MI,25593,15448,36.0,168.0,12,170.14652444021016
2205,Calhoun,MI,83677,50866,64.0,443.0,12,243.95520871921272
2206,Cass,MI,32957,19846,34.0,153.0,12,113.64626634702381
2207,Charlevoix,MI,19548,13895,36.0,145.0,12,192.26519337006738
2208,Cheboygan,MI,18911,12762,40.0,149.0,12,226.91555179513145
2209,Chippewa,MI,20679,14231,36.0,129.0,12,161.69447265333832
2210,Clare,MI,19687,12029,36.0,134.0,12,176.42505206472472
2211,Clinton,MI,52092,37634,48.0,295.0,12,195.71527297853882
2212,Crawford,MI,9583,6386,14.0,68.0,12,71.52666179685741
2213,Delta,MI,24118,16753,37.0,152.0,12,167.89451861673112
2214,Dickinson,MI,17680,11760,25.0,116.0,12,118.0995475112454
2215,Eaton,MI,73317,51778,61.0,430.0,12,257.5882810261935
2216,Emmet,MI,25359,18134,37.0,164.0,12,172.28439607233238
2217,Genesee,MI,278058,170844,128.0,1388.0,12,460.04099864055485
2218,Gladwin,MI,17663,11173,34.0,127.0,12,176.015399422422
2219,Gogebic,MI,10379,6689,18.0,74.0,12,92.40196550718527
2220,Grand Traverse,MI,67948,49507,45.0,268.0,12,127.79184081943137
2221,Gratiot,MI,22959,14505,40.0,137.0,12,171.85417483332378
2222,Hillsdale,MI,27935,17086,44.0,182.0,12,206.39914086264315
2223,Houghton,MI,20126,14566,46.0,185.0,12,304.4420153034361
2224,Huron,MI,21574,13976,62.0,214.0,12,442.7996662647433
2225,Ingham,MI,176814,120601,113.0,942.0,12,433.45617428481717
2226,Ionia,MI,38381,24221,42.0,223.0,12,175.69943461604032
2227,Iosco,MI,18716,11905,28.0,153.0,12,164.80444539422697
2228,Iron,MI,8055,5551,24.0,112.0,12,240.26815642428275
2229,Isabella,MI,35847,22852,42.0,192.0,12,161.96836555355765
2230,Jackson,MI,97408,61768,59.0,461.0,12,201.04385676739068
2231,Kalamazoo,MI,174475,116257,107.0,883.0,12,389.8915030806482
2232,Kalkaska,MI,12598,8526,24.0,98.0,12,134.4213367200076
2233,Kent,MI,410141,283519,238.0,1974.0,12,824.7520730675348
2234,Keweenaw,MI,1654,1348,10.0,36.0,12,156.71100362662207
2235,Lake,MI,7863,4809,30.0,102.0,12,280.19839755782755
2236,Lapeer,MI,59619,39888,44.0,295.0,12,156.75539676945994
2237,Leelanau,MI,18072,14362,24.0,100.0,12,95.61752988042518
2238,Lenawee,MI,62350,41972,56.0,302.0,12,195.29494787486846
2239,Livingston,MI,134829,98702,68.0,689.0,12,250.19424604497178
2240,Luce,MI,3565,2486,8.0,24.0,12,38.776998597366685
2241,Mackinac,MI,8130,5810,27.0,104.0,12,248.678966789362
2242,Macomb,MI,554952,365489,245.0,2713.0,12,862.3686372875337
2243,Manistee,MI,17221,12338,31.0,138.0,12,178.86069333942345
2244,Marquette,MI,43357,30471,53.0,268.0,12,235.87609843849071
2245,Mason,MI,20124,13908,40.0,165.0,12,236.13595706607228
2246,Mecosta,MI,24194,15874,37.0,147.0,12,161.86161858305286
2247,Menominee,MI,15044,9264,32.0,135.0,12,206.7535229990649
2248,Midland,MI,56656,38974,50.0,338.0,12,214.76983902848514
2249,Missaukee,MI,9710,6660,34.0,113.0,12,284.88568486067464
2250,Monroe,MI,100813,66733,63.0,460.0,12,206.97330701395586
2251,Montcalm,MI,38135,23798,49.0,201.0,12,185.9520125868137
2252,Montmorency,MI,6917,4734,17.0,63.0,12,111.48185629592095
2253,Muskegon,MI,111803,70337,88.0,470.0,12,266.35421231986027
2254,Newaygo,MI,31357,20700,57.0,210.0,12,274.84772140183213
2255,Oakland,MI,847283,612317,438.0,4200.0,12,1563.2462825289595
2256,Oceana,MI,16502,10969,35.0,120.0,12,183.25051508896905
2257,Ogemaw,MI,14365,9377,32.0,112.0,12,179.6366167767632
2258,Ontonagon,MI,4563,3209,23.0,82.0,12,297.59368836226696
2259,Osceola,MI,14834,9536,36.0,247.0,12,431.59228798676577
2260,Oscoda,MI,5789,3814,12.0,37.0,12,55.22197270676244
2261,Otsego,MI,17776,11525,20.0,80.0,12,64.80648064802834
2262,Ottawa,MI,182656,130019,94.0,861.0,12,319.02855641203575
2263,Presque Isle,MI,9464,6816,32.0,104.0,12,253.18681318654563
2264,Roscommon,MI,18249,12030,22.0,121.0,12,105.02712477390266
2265,Saginaw,MI,127609,82149,94.0,689.0,12,365.4250092077859
2266,St. Clair,MI,106774,68605,83.0,486.0,12,272.00779215911444
2267,St. Joseph,MI,35250,20778,36.0,164.0,12,120.59234042549772
2268,Sanilac,MI,25926,16656,60.0,223.0,12,371.58065262656345
2269,Schoolcraft,MI,5672,3846,19.0,76.0,12,183.3004231308475
2270,Shiawassee,MI,46710,30210,47.0,286.0,12,207.19845857413677
2271,Tuscola,MI,35176,23185,51.0,214.0,12,223.39322265174457
2272,Van Buren,MI,47666,29970,46.0,234.0,12,162.59136491416052
2273,Washtenaw,MI,249008,175112,129.0,1225.0,12,456.9250787123122
2274,Wayne,MI,1097743,697028,543.0,7022.0,12,2500.8778193074104
2275,Wexford,MI,22024,14242,38.0,135.0,12,167.70795495815125
2276,Aitkin,MN,10441,8292,30.0,210.0,12,434.4411454837329
2277,Anoka,MN,216518,160682,136.0,1246.0,12,563.501972122384
2278,Becker,MN,20027,14958,30.0,213.0,12,229.7298646825637
2279,Beltrami,MN,25580,18187,30.0,112.0,12,94.57388584828203
2280,Benton,MN,23556,16246,22.0,200.0,12,134.48802852770652
2281,Big Stone,MN,3205,2626,5.0,64.0,12,71.88767550679599
2282,Blue Earth,MN,38713,28291,27.0,297.0,12,149.14059876523413
2283,Brown,MN,15531,11945,12.0,316.0,12,175.79293026838207
2284,Carlton,MN,21387,16510,22.0,209.0,12,154.79309861123355
2285,Carver,MN,65210,51452,31.0,416.0,12,142.38797730407265
2286,Cass,MN,18937,14081,34.0,199.0,12,257.24877224467593
2287,Chippewa,MN,7215,6708,9.0,112.0,12,100.59043659029717
2288,Chisago,MN,34967,26040,22.0,221.0,12,100.11267766748647
2289,Clay,MN,34356,24707,33.0,281.0,12,194.33461404115897
2290,Clearwater,MN,4746,3471,11.0,94.0,12,156.86472819183132
2291,Cook,MN,3819,2911,3.0,53.0,12,29.976433621288358
2292,Cottonwood,MN,6499,5092,13.0,243.0,12,349.9738421290199
2293,Crow Wing,MN,41808,31767,43.0,354.0,12,262.14695752002916
2294,Dakota,MN,269353,208724,150.0,1689.0,12,677.2228265510064
2295,Dodge,MN,12418,9209,19.0,187.0,12,206.00418746963598
2296,Douglas,MN,25290,18198,29.0,273.0,12,225.3950177935052
2297,Faribault,MN,8413,6437,19.0,164.0,12,266.67300606172984
2298,Fillmore,MN,12718,9841,18.0,187.0,12,190.5582638778184
2299,Freeborn,MN,18185,14149,29.0,207.0,12,237.67720648873373
2300,Goodhue,MN,29736,23386,38.0,309.0,12,284.30992736067924
2301,Grant,MN,3937,3198,5.0,113.0,12,103.32740665455087
2302,Hennepin,MN,795306,634026,438.0,5833.0,12,2312.9397741246476
2303,Houston,MN,12175,9076,15.0,207.0,12,183.62217659122493
2304,Hubbard,MN,13287,10256,22.0,196.0,12,233.65996838997992
2305,Isanti,MN,24466,17518,18.0,156.0,12,82.63549415512031
2306,Itasca,MN,27893,21650,30.0,7.0,12,5.4207148746978016
2307,Jackson,MN,6178,4729,16.0,126.0,12,234.94982194847046
2308,Kanabec,MN,9699,6765,21.0,145.0,12,226.0439220535869
2309,Kandiyohi,MN,24798,18850,32.0,323.0,12,300.10162109835466
2310,Kittson,MN,2813,2420,3.0,10.0,12,7.678634909322152
2311,Koochiching,MN,7261,5331,7.0,120.0,12,83.29431207811143
2312,Lac Qui Parle,MN,4242,3422,14.0,92.0,12,218.61386138562327
2313,Lake,MN,7410,5959,11.0,74.0,12,79.09311740880014
2314,Lake Of The Woods,MN,2452,1812,2.0,71.0,12,41.6965742249523
2315,Le Sueur,MN,17273,13011,14.0,167.0,12,97.45614542922627
2316,Lincoln,MN,3514,2453,9.0,113.0,12,208.37791690322032
2317,Lyon,MN,14002,10084,14.0,154.0,12,110.86416226245474
2318,Mcleod,MN,21585,15058,20.0,180.0,12,120.08339124386374
2319,Mahnomen,MN,2649,1974,6.0,48.0,12,78.27859569619375
2320,Marshall,MN,5454,4182,5.0,258.0,12,170.29702970265805
2321,Martin,MN,11862,8790,24.0,178.0,12,259.3019726856691
2322,Meeker,MN,13934,10441,15.0,173.0,12,134.08927802487864
2323,Mille Lacs,MN,15328,10838,21.0,153.0,12,150.92379958236498
2324,Morrison,MN,20349,14424,28.0,201.0,12,199.13312693488666
2325,Mower,MN,20509,15148,22.0,205.0,12,158.330489053509
2326,Murray,MN,5265,4229,14.0,81.0,12,155.07692307662856
2327,Nicollet,MN,20585,15873,16.0,264.0,12,147.74253096908052
2328,Nobles,MN,9876,7163,19.0,175.0,12,242.40583232053217
2329,Norman,MN,3701,2749,9.0,110.0,12,192.59659551420535
2330,Olmsted,MN,93811,72097,69.0,836.0,12,442.72505356509976
2331,Otter Tail,MN,37358,27649,76.0,716.0,12,1048.7584988486942
2332,Pennington,MN,7726,5415,18.0,133.0,12,223.10121667069234
2333,Pine,MN,16321,11659,33.0,270.0,12,393.06415048073455
2334,Pipestone,MN,5334,3656,5.0,38.0,12,25.64679415068308
2335,Polk,MN,17045,12061,24.0,115.0,12,116.58550894683684
2336,Pope,MN,7211,5506,14.0,130.0,12,181.7223686032704
2337,Ramsey,MN,320410,247605,174.0,1926.0,12,753.0641365749898
2338,Red Lake,MN,2205,1698,4.0,32.0,12,41.795918367157384
2339,Redwood,MN,9272,6283,17.0,268.0,12,353.7877480582897
2340,Renville,MN,8770,6342,31.0,212.0,12,539.5484606607303
2341,Rice,MN,38169,28770,31.0,297.0,12,173.67601980660388
2342,Rock,MN,5282,3662,3.0,85.0,12,34.75956077236888
2343,Roseau,MN,8945,6568,11.0,111.0,12,98.28060368910197
2344,St. Louis,MN,128976,100579,159.0,1228.0,12,1089.9813918867783
2345,Scott,MN,87823,66700,44.0,471.0,12,169.90173416984504
2346,Sherburne,MN,56926,39556,32.0,305.0,12,123.44447177034687
2347,Sibley,MN,8982,6640,21.0,184.0,12,309.73947895757095
2348,Stearns,MN,91191,66737,74.0,660.0,12,385.6170016777549
2349,Steele,MN,21813,16465,27.0,193.0,12,172.00385091451335
2350,Stevens,MN,5760,4454,7.0,353.0,12,308.87499999946374
2351,Swift,MN,5742,4099,6.0,59.0,12,44.388714733465015
2352,Todd,MN,13580,9714,35.0,277.0,12,514.0206185563225
2353,Traverse,MN,2015,1561,4.0,35.0,12,50.02481389553338
2354,Wabasha,MN,13654,10096,22.0,225.0,12,261.02241101489597
2355,Wadena,MN,7951,5595,14.0,120.0,12,152.13180731964266
2356,Waseca,MN,10958,8241,18.0,161.0,12,190.41430918033362
2357,Washington,MN,166595,130940,84.0,1060.0,12,384.81827185687536
2358,Watonwan,MN,5786,4177,5.0,40.0,12,24.887659868605446
2359,Wilkin,MN,3627,2609,8.0,26.0,12,41.290322580531324
2360,Winona,MN,29402,21616,37.0,345.0,12,312.59098020532184
2361,Wright,MN,81398,59836,44.0,581.0,12,226.12447480279292
2362,Yellow Medicine,MN,6046,4320,11.0,166.0,12,217.4528613956046
2363,Adams,MS,19031,10826,20.0,95.0,12,71.88271767113032
2364,Alcorn,MS,24677,10166,18.0,85.0,12,44.640758601108466
2365,Amite,MS,9831,5368,22.0,105.0,12,169.17912725036192
2366,Attala,MS,12244,6305,21.0,100.0,12,123.48905586399583
2367,Benton,MS,5914,2784,6.0,25.0,12,18.261751775417213
2368,Bolivar,MS,22505,11062,30.0,140.0,12,134.3701399688361
2369,Calhoun,MS,9311,4641,11.0,50.0,12,42.53034045747768
2370,Carroll,MS,7179,4326,16.0,70.0,12,112.3276222313521
2371,Chickasaw,MS,11977,6004,17.0,75.0,12,76.6469065708636
2372,Choctaw,MS,5545,3023,18.0,85.0,12,198.66546438196815
2373,Claiborne,MS,6161,3403,14.0,65.0,12,106.34637234197963
2374,Clarke,MS,11556,6096,24.0,115.0,12,171.9626168222811
2375,Clay,MS,13934,7697,15.0,70.0,12,54.25577723550003
2376,Coahoma,MS,15477,6627,20.0,95.0,12,88.38922271752381
2377,Copiah,MS,19687,10525,20.0,95.0,12,69.48747904705161
2378,Covington,MS,14383,6968,18.0,85.0,12,76.5904192448887
2379,Desoto,MS,105971,50879,42.0,205.0,12,58.49902331769461
2380,Forrest,MS,46167,22850,36.0,175.0,12,98.25199818049728
2381,Franklin,MS,5650,3223,15.0,70.0,12,133.80530973427645
2382,George,MS,14508,7141,23.0,110.0,12,125.55831265500031
2383,Greene,MS,7262,3733,14.0,65.0,12,90.2230790414621
2384,Grenada,MS,15632,7721,13.0,60.0,12,35.92630501533014
2385,Hancock,MS,31793,13899,26.0,125.0,12,73.60110716193074
2386,Harrison,MS,124338,51723,56.0,270.0,12,87.55489070114626
2387,Hinds,MS,153919,79366,112.0,550.0,12,288.15156023620943
2388,Holmes,MS,13064,5640,18.0,85.0,12,84.32333129203587
2389,Humphreys,MS,6234,3227,14.0,65.0,12,105.10105871012976
2390,Issaquena,MS,1049,560,6.0,25.0,12,102.95519542323208
2391,Itawamba,MS,15442,6827,29.0,140.0,12,189.30190389833615
2392,Jackson,MS,80309,39507,33.0,160.0,12,47.33716021864955
2393,Jasper,MS,11185,6451,19.0,85.0,12,103.96066160026467
2394,Jefferson,MS,5465,3215,18.0,85.0,12,201.57365050283337
2395,Jefferson Davis,MS,8911,4885,13.0,60.0,12,63.02322971601051
2396,Jones,MS,43152,22365,39.0,185.0,12,120.38375973300883
2397,Kemper,MS,7871,3431,15.0,70.0,12,96.04878668517844
2398,Lafayette,MS,31254,16490,19.0,90.0,12,39.393357650208166
2399,Lamar,MS,33590,19879,24.0,115.0,12,59.160464423918086
2400,Lauderdale,MS,44585,23136,43.0,210.0,12,145.82482897832324
2401,Lawrence,MS,8626,5174,25.0,120.0,12,250.40575005767397
2402,Leake,MS,14112,6561,20.0,95.0,12,96.93877551013539
2403,Lee,MS,48755,25717,37.0,180.0,12,98.35298943696066
2404,Leflore,MS,21871,8740,19.0,90.0,12,56.29372228061986
2405,Lincoln,MS,21001,12629,31.0,150.0,12,159.42097995325963
2406,Lowndes,MS,40938,19789,22.0,105.0,12,40.6272900483559
2407,Madison,MS,69812,40801,44.0,215.0,12,97.56488855782709
2408,Marion,MS,16405,8932,23.0,110.0,12,111.03931728124897
2409,Marshall,MS,22774,11314,25.0,120.0,12,94.8449986826667
2410,Monroe,MS,24174,11811,27.0,130.0,12,104.54206999251073
2411,Montgomery,MS,6641,3898,16.0,75.0,12,130.1008884202227
2412,Neshoba,MS,16808,8008,28.0,135.0,12,161.9228938599703
